"product_uid","product_description"
100104,"GE Silicone I All Purpose 100% silicone caulk can withstand all weather conditions, and will remain permanently waterproof, flexible, and shrink-/crack-proof. Outdoor elements such as heat, sun (UV rays), and extreme cold can cause acrylic caulking to crack and crumble over time, leaving gaps for air and water to seep through. Those leaks can lead to water damage, mold growth, and higher energy bills. 100% Silicone sealant is widely considered to be the best caulk for sealing areas that will be exposed to water.TYPICAL SILICONE SEALANT USES INCLUDE CAULKING AROUND: Windows, doors, siding, trim, flashing, molding (moulding), baseboards, vents, around wires/pipes, and other attic/basement applicationsADHERES TO: Most wood, metal, vinyl siding, drywall/plaster, glass, and plastic100% WaterproofNever cracks, shrinks, breaks down, washes awayWeatherproof - sun-proof, freeze-proof, flexibleLifetime GuaranteeGE All Purpose Silicone I 100% silicone is compliant for incidental food contact under FDA 21 CFR177.2600 ""Rubber articles intended for repeated use.""100% Silicone is 100% Waterproof. Caulk that keeps water out over time is a necessity in window, door, attic and basement applications. For a long-lasting seal 100% Silicone is recommended."
100105,"The RIDGID 18-Volt Drill and Impact Driver Combo is a must have combo kit at an incredible price. The 18-Volt Compact Drill and Impact Driver has best-in-class torque for the most demanding applications. Powered by Hyper Lithium Technology, an innovative battery technology built for high performance. With free registration, this kit is covered for life. Free Batteries, Free Parts, Free Service, for Life. Includes R86008 Drill, R86034 Impact Driver, (2) R840085 1.5Ah HYPER lithium-ion batteries, R86092 Charger, Contractor Bag, (2) Bits, Auxiliary Handle, (2) Belt Hooks, and Operator's Manuals.California residents: see&nbsp;Proposition 65 informationCompact drill's 4-pole open frame motor delivers 535 in. lbs. of torque in a more compact sizeImpact driver is equipped with high torque output which delivers 1,750 in. lbs. of torqueGrip light technology engages light by simply holding the toolImpact driver 1-handed quick-load bit holder makes bit changes quicker and easier with a snap load collet and simple ejecting bit releaseRemovable belt hooks to keep tool in immediate reachBattery gauge to always know the charge"
100106,"Get shredded. The Sun Joe Shredder Joe SDJ616 13 Amp electric leaf mulcher/shredder instantly turns the hefty heaps of dead leaves crowding your yard into nutrient-rich mulch that can be easily disposed of or utilized as compost. Not only will Shredder Joe reduce your yard waste up to 1/16th of its original size, but it will also create an ideal fertilizer that can be recycled and reused to rejuvenate your garden. Plus, Shredder Joe uses electric power, not gas, so you can eco-consciously shred your leaves without producing toxic emissions.Powerful 13 Amp motor with 8,000 rpm mulches up to 12 Gal. (46 L) of leaves per minuteReduces yard waste up to 1/16th its original sizeConveniently attaches to leaf-bag-lined trash container for easy disposalAdjustable control dial with settings for wet or dry yard wasteDust-reducing motor cooling system for cleaner air during operationLightweight and compact for easy portability and storageHome Depot Protection Plan:"
100107,"The Roundup 1 gal. Ready-to-Use Plus Weed and Grass Killer can be used in and around vegetable gardens, flower beds, tree rings, mulched beds, and on driveways, walkways and patios. The grass and weed killer will not affect untreated plants. The liquid formula offers an easy spray application and 1 gal. will treat up to 235 sq. ft.Kills weeds and grass1-gal. container provides up to 235 sq. ft. of coverage for weed-free vegetable gardens, flower beds, tree rings, mulched beds, driveways, walkways and patiosSprayer included for easy applicationRainproof in 10 minutes for grass and weed control that won't wash awayVisible results in 6 hours for an appealing outdoor areaEffective in warm, sunny, cloudy and cool conditions for convenient applicationNot for spot treating lawns"
100108,"When it comes to commercial plumbing products, American Standard is the clear market leader. With our unequaled product selection and best-in-category performance, American Standard outperforms the competition. Our commercial products leverage the latest innovations, delivering the broadest selection of LEED, EPA WaterSense, ADA and NAFTA-compliant products.Durable vitreous china constructionHigh efficiency, low consumption operates in the range of 1.1 gpf to 1.6 gpf17-1/4 in. rim height for accessible applicationsFully glazed 2 inch trap-way"
100109,"A lightweight and steerable Never Loses Suction upright with a unique detachable canister for powerful and portable cleaning anywhere, anytime. The Lift-AwayTM features Anti-Allergen Complete Seal Technology + HEPA that traps over 99.9% of dust and allergens inside the vacuum plus a large capacity, bottom-empty bag less dust cup. Swivel steering provides complete control to easily maneuver under and around obstacles and furniture. The deluxe motorized brush roll can be turned on or off, providing superior performance on both carpets and bare floors. Features premium pet tools, including a pet power brush, dusting brush, crevice tool and a specialized appliance wand for fast and efficient cleaning under low furniture. A generous 25 ft. long power cord makes easy work of cleaning large areas.Never loses suction Technology for consistent suction powerLightweight, portable canister with premium pet tools and patented under-appliance wandSwivel steering and smooth-gliding wheels promises easy maneuvering around furnitureVacuum Attachments: Brush Tool, Dusting Brush, Crevice Tool, Long Reach Hose25 ft. power cord11in. cleaning width"
100110,"The Ryobi Expand-It 10 in. A Pole Saw Attachment features a 10 in. bar and chain that is ideal for pruning and cutting limbs up to 6 in. thick. Reach dead branches or overgrown limbs up to 12 ft. above the ground with the included extension shaft. The angled trimming head allows for user control and more precise cuts. An automatic lubrication feature helps keep the attachment well-oiled during use. This pole saw attachment can be used with Ryobi, Toro, Weed Eater, Troy Bilt, Murray, Poulan Pro and other universal brand fit power heads and trimmers.California residents: see&nbsp;Proposition 65 informationUniversal brand fit10 in. bar and chain6 in. cutting capacityAngled cutting head for better cut controlIncludes extension shaft for extra reach up to 12 ft.Automatic oiler for easy operationNo tools or adaptors requiredChain specifications: 3/8s skip tooth-40 drive links - 0.050-Gauge"
100111,"This Prime-Line Products Fiberglass Screening Kit with Rolling Tool comes with a 36 in. x 84 in. section of screen cloth and 30 ft. of vinyl spline. A spline roller is included for installation.For window or patio door screens30 ft. of black vinyl spline (approx. 1/4 in. diameter)36 in. x 84 in. charcoal fiberglass screeningScreen cloth and spline are inserted together into the spline groove of the frame by gentle pressure from rolling toolIncludes rolling tool"
100112,"The Rug Doctor Universal Upholstery Hand Tool Attachment takes the hassle out of owning 2 separate machines for cleaning carpet and upholstery for both home and auto. If you own a Rug Doctor Mighty Pro X3 Carpet Cleaner, then you need this Universal Upholstery Hand Tool Attachment. This Rug Doctor Upholstery Hand Tool saves you time and money and is easy to use.Helps you clean stairs, upholstery, tight spaces and under furnitureGreat for cars, boats and motor homesPowerful suction helps make it easy to deep-clean ground-in carpetComes in convenient storage bagHas agitating bristlesClear cover makes it easy to see what you are cleaning12 ft. hose makes for easy flexibilitySpray trigger for easy application for carpet cleaning chemicalsCoils up for easy storageFits on the Rug Doctor Mighty Pro X3"
100113,"Whether you want to highlight a work of art, lend some drama to a kitchen, or just add additional light to work or task areas, Westek is your single source for all your Accent and Cabinet Lighting needs. The Halogen Line Voltage Accent Light Kit is perfect for kitchens, china cabinets, work stations, display cases, entertainment centers and more. The round puck style light gives off a bright, natural halogen illumination that is the closest to natural sunlight as you can get.California residents: see&nbsp;Proposition 65 informationComes as a complete kit that includes: (5) each 20 watt bulbs, (5) each Power Tap connectors, 10 ft. power cord with on/off switch and mounting hardwareLine voltage does not need a transformer that plugs into any standard outletLinkable up to 30 pucksPower tap system makes linking and installing pucks easyHome Depot Protection Plan:"
100114,"The Baled Pine Straw can be used as ground cover and mulch, as well as an addition to your flower beds. This straw can help you create a healthy and attractive landscape while also providing erosion control.Great when used as ground cover and mulchGreat addition to flower bedsUse to help create a beautiful landscapeOffers erosion controlNaturally biodegradableNote: Product may vary by storeUse this calculator to determine how much product you need to complete your project:"
100115,"The MasterPiece Patio 71-1/4 in. x 79-1/2 in. Composite White Exterior, Woodgrain Interior Right-Hand Sliding Patio Door has tempered glass with blinds between the glass and weatherstripping for insulation. It is made of durable, waterproof and weather-resistant composite material that won't rot, crack or rust. Stainless-steel rollers and track, a satin-nickel handle and a keyed lock and auxiliary bolt are included. This door offers a traditional look with a lifetime of energy efficiency and performance.100% composite waterproof material will not rust or rotAdjustable stainless-steel rollers and track allow for easy opening and closing1-3/4 in. thicknessTempered, high-performance Low-E with blinds between the glassKeyed lock and flush-bolt auxiliary lock for security and ventilationPre-installed satin-nickel handleLifetime warranty"
100116,"Enjoy portable cooling with the LG Electronics 10,000 BTU Portable Air Conditioner. The 10,000 BTUs of cooling power keep a room up to 300 sq. ft. cool and comfortable and the 2-speed cooling and fan and 2-way air direction help spread the air evenly throughout the room. Digital controls offer precise temperature adjustments, and the remote control lets you control the air conditioner from across the room. Unit must stay upright for 24 hours before use. Unit must be vented to the outside (use included window installation kit and follow detailed installation instructions in the Owner's Manual. Do not use extension cords.10,000 BTU cooling ensures your comfortEstimated cooling area (300 sq. ft. /15 ft. x 20 ft. room)Portable unit comes with one (1) hose installation kit. Get comfortable with the greatest of ease with casters to allow easy movement to the room that needs cooling so you can comfortably enjoy your room2-speed cooling and fan lets you select the right setting to suit your needs while affording a range of adjustment to deliver comfort2-way Air Deflection: Air can be directed up or down as neededDigital LED Electronic Touch Controls: Control the temperature of your room with just a push of a button24 hour On/Off Timer lets you create a cooling schedule without wasting electricity; an energy efficient programmable timer that can turn on your air conditioner before you arrive home or turn off after you leaveRemote control that is stylish and easy to use which allows you to cool down from across the roomWashable and Reusable air filter saves money on replacementsAutomatically restarts after a power failure; there are storms, high winds and extreme heat that can lead to power outages; keep yourself covered with AutoRestart, which automatically turns the unit back on when power is restoredRemoves up to 2.6 pt. of moisture from the air in an hour to control humidityProduct (W x H x D) 17.03 in. x 31.28 in. x 13 in.Voltage / 60 Hz: 115Home Depot Protection Plan:"
100117,"The Espresso Corner Desk from Home Decorators Collection is solidly made of wood and beautifully finished in a warm, rich espresso that will complement most decor styles. Featuring a circular cord keeper that is recessed into the surface, the front drawer of this versatile piece folds down to reveal a retractable tray for your keyboard and mouse. A shelf along the back edge provides additional space for notes, books, pens and supplies and allows all within convenient reach. The perfect addition to your home office or bedroom, this corner desk will provide years of use and elegantly upgrade your decor.Solid wood desk is sturdy and durable and finished in espressoDesktop is Asian wood veneer for lasting beauty2-bottom shelves provide handySlide-out tray offers place for keyboard and mouse"
100118,"Landscape package contains tools to handle a variety of pruning jobs. Using a pole adapter, the pruner snaps into the hollow core fiberglass poles for a secure connection. Ferrules allow any combination of poles with the pruner to achieve different lengths, depending on the job. JA-14 Pruner has 1.25 in. fixed pulley pruner with forged steel components for added strength.Assembled Dimension: 7.5 in. W x 7.25 in. D x 74 in. HPruner includes rope and pole adapter to snap into Jameson poleThree 6 ft. Fiberglass extension poles - Two 6 ft. FG Hollow Extension Poles and One 6 ft. FG Base PolePoles have male and female ferrules for attaching pruner or additional poleHollow core fiberglass poles with 0.125 in. wall thickness"
100119,"The Purdy 1 in. Angled, 1-1/2 in. Angled, 2 in. Flat Paint Brush Set contains 1 all-purpose brush and 2 trim brushes, recommended for interior as well as exterior projects. The nylon-polyester bristles offer maximum paint lift with low drag.Nylon-polyester bristles provide smooth brush strokes and excellent overall coverageCan be used with all types of paint3 sizes to cover trim, touch-up and small-surface projectsDesigned for maximum paint lift and low drag for a smooth finishReusableIncludes a 1 in. angled, a 1-1/2 in. angled and a 2 in. flat brush"
100120,"The DEWALT 1/4-Sheet Pad Sander features a powerful 2.4 amp motor that produces 14,000 OPM for a smooth finish. The sealed, 100% ball bearing construction helps provide longevity, while the textured anti-slip top and body grips provide control and a comfortable grasp as you work. The dust collection bag captures dust and keeps it away from your sight line.Includes a 1/4-sheet pad sander, dust collection bag and carrying caseDust-sealed switch for increased durability8 ft. cord for long reachCSA listed3-year limited manufacturer warranty1-year free service contract with DEWALT90-day money-back guaranteeTop and body grips provide excellent control as you workIncludes 1/4-Sheet Pad Sander, dust collection bag and a carrying caseCSA listedNote: product may vary by storeHome Depot Protection Plan:"
100121,"The Square Low Profile White LED Flush Mount from Lithonia Lighting features an acrylic diffuser with a sleek, compact design. Choosing this energy-efficient LED lighting solution over incandescent will save you money on operating costs. Best of all, the LEDs last 50,000 hours, so you never have to change another bulb.Integrated LEDs produce 1,100 Lumens (4000K), comparable to two 60-Watt incandescent, while only using 16-Watt of energyHigh-efficiency LED technologyEasy-latch secures diffuser to housingStay-white acrylic diffuser and steel housing50,000-hour integrated LEDs means you never have to buy or change a light bulbSuitable for residential or commercial applications (120-Volt)CUL listed to US and Canadian safety standardsCan be mounted flush to ceiling or wallHome Depot Protection Plan:"
100122,"These screw eyes are bolts with a formed closed circular eye fashioned at the non-threaded end and lag threaded screws on the other. Great for light-duty applications, the screw eye is made with steel for strength and is designed to attach cables or rope to surfaces. Use with rope or cable which has the same load rating. Use pre-drilled hole.California residents: see&nbsp;Proposition 65 information25 pieces per packSteel constructionZinc-plated#6"
100123,"The Fiskars Easy-Pour Watering Can offers a versatile design that makes it easy to shower plants or pour water directly on the roots. The watering head rotates from a gentle shower to a steady stream with an easy twist. The offset fill hole fits under most spigots easily and the handle won't get in the way of filling.California residents: see&nbsp;Proposition 65 informationIdeal for watering plants with optional shower or pour watering featuresAdjustable watering head rotates easily for customized wateringFill hole is offset for easy refilling at the spigotResin construction is lightweight for easy maneuverability and durable for lasting value1.6 gal. capacity"
100124,"The Champion Power Equipment 16590 gasoline powered, wireless remote electric start portable inverter generator is powered by an 171cc Champion single cylinder, 4-stroke OHV engine that produces 3,100 max Watt. With a 1.6 Gal. fuel tank this unit can run up to 8 hours at 25% load. Our OHV engine is equipped with a low oil shut-off sensor and designed for long life and easy maintenance. This unit also contains true sine wave inverter technology making it safe to power all of your sensitive electronic devices. This unit includes an RV outlet and is ideal for camping trips, hunting, traveling, tailgating, and light jobs around the house. The built-in handle and wheel kit make it easily portable. Fully assembled and CARB approved for all 50 states.Includes free coverFull power switchSuper quiet: 58 dB at 23 ft.Lightweight and portable for convenienceTrue sine wave inverter technology for sensitive electronicsOverload protection with push-to-reset circuit breakersEconomy mode to save fuel and engine wearRV ready: 120-Volt TT-30R RV outlet (30 Amp), 5-20R duplex (20 Amp) and 12-Volt DC outletEasy pull recoil startBuilt-in handle and wheel kit for portability"
100125,"The Delta Foundations Single-Handle Kitchen Faucet in Chrome gives you a practical and hardworking solution that was designed to last a lifetime. With the single-control lever, you can easily adjust both the water flow and temperature. With an elegant, high arc spout that swivels 360 degrees, you have flexibility and greater reach in rinsing food, dishes and the sink.Elegant, high arc spout that swivels 360 degrees1-3/8 in. maximum deck thicknessSingle-control handle adjusts the water volume and temperature with easeADA-compliantStrong water pressureLimited lifetime manufacturer warranty covering the parts and finish defectsPair with a 1.5 GPM aerator (model RP19754 - sold separately) to help promote water conservation"
100126,"The InSinkErator Involve H-View Single Handle Hot Water Dispenser in Satin Nickel is a great addition to your kitchen sink. The dispenser instantly provides near-boiling water to make it easy for you to warm a baby bottle, loosen baked foods or prepare coffee, tea and oatmeal. The dispenser's satin nickel finish gives it an attractive, contemporary look.Includes a 2/3 gallon stainless steel tank that delivers 60 cups per hour of near-boiling 200 waterEasy to adjust temperature controlDurable all metal construction3-Year ""We Come To You"" In-Home Service Warranty3-Year ""We Come To You"" In-Home Service WarrantyHome Depot Protection Plan:"
100127,"The Rapidair 3/8 in. Plastic Tubing Clamp (12-Pack) is designed to mount 1/2 in. OD tubing. Use for surface mounted tubing. Single mounting screw hole allows for fast installation time.Nylon material for long lasting strengthBlack colorCompatible with 1/2 in. OD tubingRecommended clamp spacing is 16 in."
100128,"This Proslat wall solution features Proslat's patented PVC wall panels and offers the versatility of having individual panels installed as a track, in a section or over an entire wall. Proslat wall panels are up to 25 times more impact-resistant than drywall, unaffected by mold, mildew and water, so they can be used in damp locations where drywall and wood might absorb the humidity.Weight capacity of 75 lbs. per linear ft. and 1,000 lbs. per section (when evenly distributed)90% recycled polyethylene materialTen 8 ft. wall panels for storing all your tools safely and securelyEasy installationEasy cleanup with just a damp cloth or hoseUnique hidden screw design for a professional finishTrims and mounting screws includedAbility to fit most standard peg board and slat wall hooks and accessories, allowing you to upgrade over time"
100129,"The SR 100 half mask Air Purifying Respirator is intended for use when maximum safety and breathing comfort are required. The heat-treated silicone material is FDA and BGA approved offering a safe and comfortable fit that molds to the shape of your face. Extremely low breathing resistance makes this mask optimal for low to strenuous work activates.A unique face seal design providing a high protection factorAlso available in small/medium, filters and cartridges are not includedCupped face seal accommodating various face shapes and sizesdouble exhalation valve design providing only half the breathing resistance of competitive respiratorscan be used with our P100 filter and / or a range of chemical cartridges which can be ""piggy-Face piece is made of heat treated silicone with minimal risk of contact allergiesplastic components are made of high quality nylon plasticEasily adjustable V-shaped elastic head harness with a large crown platelatex free quick and easy donning and doffing procedureMeets and exceeds NIOSH standards for air purifying respiratorsMachine washable at 104 degrees F"
100130,"TERRO Outdoor Liquid Ant Bait Stakes attract and kill all common household ants, including Argentine ants, ghost ants, cornfield ants, pavement ants, acrobat ants, white footed ants, little black ants, odorous house ants and other sweet eating ants. To kill the ants you see and the ants you don't, simply place the pre-filled liquid bait stakes outdoors in areas where ants are observed.  Ants typically follow defined trails from the nest to food or water.  Placing the outdoor stakes close to these trails will improve control. While the active ingredient in TERRO Outdoor Liquid Ant Bait Stakes will ultimately kill the worker ant, it works slowly to allow worker ants to consume the product and survive long enough to carry the liquid back to the nest and deliver a dose to the rest of the colony. The key to obtaining effective control is to monitor the placements and ensure there is always a fresh supply of TERRO. Depending on the size of the infestation, complete control may take up to two weeks. The patented TERRO Outdoor Liquid Ant Bait Stakes feature reinforced stake ridges that provide increased strength when placed in the ground. A see-through window makes it easy to monitor the bait level so you know when it's time to replace the stake. The tiered bait pack increases bait consumption and reduces waste. Along with these features, the liquid ant bait inside the stake offers ants both a food and water source.Kills ants outside before they get insidePre-filled bait stations are ready-to-useContains boraxKills the ants you see and the ants you don'tWeatherproof station protects the bait from the elements, prevents it from drying out"
100131,"The 5-Gal. Homer Leakproof Lid is made of plastic material. This lid has a special design for leak resistance and contains a gasket to seal in liquid.  The Home Depot orange color is an ideal match the the 5 gallon Homer Bucket..Fits 5-gal. bucketsPlastic construction12 in. diameterResists leak"
100132,"The Hampton Bay 66 in. Floor Lamp is durably built from metal and features flexible arms and a 4-way switch for adjustable direction and light output. It uses five 60-watt bulbs (not included).Stable metal baseFrosted plastic bell-shaped shadesDurable metal constructionAdjustable gooseneck arms for custom light direction4-way rotary switch allows for adjustable light outputUses 5 bulbs up to 60 watt (not included)Home Depot Protection Plan:"
100133,"Consistent and dependable, Boise Cascades premium wood studs are the quality choice of builders today. They are easy to cut and install, using simple hand tools. Boise strictly limits defects such as wane, warp, splits and skip. Every stud is kiln-dried and end waxed to minimize movement, surfaced four sides for uniformity and precision end trimmed to make installation trouble-free. With over 40-years experience producing studs, you can count on our products to get the job done.Perfect for framing, load bearing walls and other construction usesKiln drying and end waxing stabilizes the lumber to help prevent future sheetrock nail popsYou can see our quality at a glance even projects under construction look greatWood requires less energy to make and has a lower impact on air and water quality than steelWood studs are more economical and easier to use than steel studsNote: Product may vary by store."
100134,"This Thermwell Products 84 in. x 110 in. Patio Shrink Window Insulation Kit includes shrink film and double-faced shrink film tape. The film is precut for fast and easy installation.Fits many patio doors and large windowsHelps reduce energy loss and improve the R-factor of your patio doorPrecut for fast and easy installationKit includes shrink film and double-faced shrink film tape"
100135,"The PC600 Pelican Premium 10 GPM Whole House Carbon Water Filter System For Homes With 1-3 Bathrooms is a deluxe, high-capacity, virtually maintenance-free system that is easily installed in any home and has a 600,000/5-year capacity. Only the top rated valves and tanks are used in manufacturing each Pelican system, backed by an industry-leading limited lifetime parts warranty. Imagine spring-like water through every faucet of your home. Drink, bathe and shower in sparkling clean water with no more dry itchy skin or unpleasant odors from chemicals. The large diameter of the tank holds a significant amount of water filtration carbon media, increasing the overall performance and lifespan, and the replacement cost is a fraction of the cost of similar items. When it comes time to replace the filter, all you have to do is replace the media inside the tank, with no plumbing required and no need to replace the entire tank.Wrapped in premium stainless steel to ensure long life, durability and unsurpassed qualityPelican Carbon series filter features preloaded design that makes it ready to install, minimizes steps and saves timeMinimal filter/media change with the sediment pre-filter every six to nine months; tank 1 media every five years or 1,000,000 gallons; tank 2 media is lifetime media that needs no replacementIncludes sediment pre-filter system with mounting hardwareBacterial static media inhibits bacterial growthEnergy efficient; does not waste water and requires no electricity"
100136,"This Highline Classic dual-flush toilet offers the choice of 1.1 or 1.6 GPF and a unique two-tone nested trip lever mounted on the side rather than on the top of the tank. The high-efficiency 1.1 Gal. flush reduces water use by more than 30% over the 1.6 Gal. mode, which adds up to potential water savings of more than 4,000 Gal. per toilet, per year. This Highline Classic Complete Solution toilet comes with all the necessary installation hardware for added convenience.2-piece toiletElongated bowl offers added room and comfortComfort height feature offers a chair-height seat that makes sitting down and standing up easier for most adultsLeft-hand nested trip lever offers a choice of 1.1 or 1.6 GPF2-1/8 in. glazed trapwayComplete solution toilets provide everything you need in one box, including bowl, tank, seat, wax ring and floor hardwareSupply line not includedAvailable exclusively at The Home DepotDual-flush technology allows you to choose between a full or partial-flushStandard 12 in. rough-in3-bolt installationWaterSense toilets meet strict EPA flushing guidelines, including using at least 20% less water than 1.6 Gal. toiletsEligible for consumer rebates in some municipalities"
100137,"Rust-Oleum EpoxyShield Garage Floor Coating Kits beautify and protect your garage floor. EpoxyShield Coatings are specially formulated to provide superior adhesion and durability. Coatings are easy to apply and provide professional-looking results.California residents: see&nbsp;Proposition 65 informationEasy to use and apply, for garages, basements and more2-part water base epoxy provides lasting results and no hot tire pickupGloss finishEasy-to-use, roll-able formula covers up to 250 sq. ft.Excellent durability and long lasting resultsAble to clean with traditional household cleansers"
100138,"Create a cool and refreshing environment with the Philips 32-Watt 4 ft. T8 Daylight Linear Alto Fluorescent Light Bulbs (10-Pack). These light bulbs cast an arctic white light making them ideal for bathrooms, laundry rooms or any room. The long-lasting bulbs can shine up to 30,000 hours using 2,850 Lumens. These bulbs feature Alto low-mercury technology for environmentally friendly use.Brightness: 2850 LumensEstimated yearly energy cost: $3.85 (based on 3 hours/day 11/kWh. cost depend on rates and use)Life: 27.4 years (based on 3 hours/day)Light appearance: 6500K (daylight)Energy used: 32-WattLumens per Watt: 89.06Great for indoor, commercial and residential useCasts an arctic white light perfect for commercial or residential general purpose use in bathrooms, laundry rooms or kitchensT8, bi-pinFluorescent lamp with alto technology has reduced mercury content for an environmentally friendly alternative to standard bulbs"
100139,"The Milwaukee Hole Dozer Hole Saw features Rip guard, the strongest tooth form in the industry, backed by the Rip guard limited lifetime tooth break warranty. Each tooth is built with more steel behind the cutting edge for added strength. The Rip Guard warranty on tooth breaks is a first for the hole saw industry. The added tooth strength along with 8% cobalt give added life to the teeth, allowing for increased productivity on the jobsite, as well as continued hole quality. The Hole Dozer includes Plug Jack, an all access slot design that allows for full access during plug removal. The Plug Jack gives access lower into the cup for thick material and higher towards the teeth for thin material. With multiple positions to apply leverage and better plug access, Plug Jack increases productivity and eliminates wasted downtime between holes. For fast, tool-free change-outs, use Milwaukee's universal Quick-Change Arbors. 49-56-7210, 49-56-7240, 49-56-7250 and 49-56-9100.Rip guard, the strongest tooth form in the industryRip guard limited lifetime tooth break warrantyPlug jack, an all access slot design for fast plug removalBi-metal construction with 8% cobalt for increased wear resistance"
100140,"The Honda 21 in. GCV190 Gas Variable Speed Self-Propelled Walk-Behind Mower features hydrostatic cruise control that provides gradual speed adjustment to match your mowing conditions. The Blade Stop System (Roto-Stop) is a safety feature that stops the blades without stopping the engine. So you can safely step away without having to restart the motor.Assembled dimensions: 24 in. W x 24 in. D x 18.37 in. HNeXite deck carries a lifetime warranty and its 21 in. cutting width provides durabilityVariable speed, hydrostatic cruise-control system offers self-propelled operation with a control lever for precise speed adjustment7 mowing heights ranging from 3/4 in. to 4 in. to manicure the lawn to your specificationsTwin-blade micro-cut design provides fine grass clippings4-in-1 Versamow System with Clip Director provides adjustable mulching, bagging, discharge and leaf shredding and helps to prevent clogging of the bag chute9 in. wheels with rear ball bearings provide smooth movement over varied terrainHandle offers 3 positions height and a comfortable grip for maneuvering the lightweight mower, handle folds for easy storageRoto-Stop system stops the blades without stopping the engine so you can safely step away without having to restart the motorManual fuel-shutoff valve for your convenienceLightweight and maneuverable5-year residential warrantyDelivered to your door mostly assembled, simply attach the handle using basic instructions and add gas/oilHome Depot Protection Plan:"
100141,"ClosetMaid's 36 in. 2-Door Raised Panel Storage Cabinet offers a solution for your laundry room, garage or other area of your home where you need additional storage. Secure this 72 in. H x 36 in. W x 18.625 in. D cabinet to the wall with the enclosed hardware. This will provide extra safety and stability. The cabinet's sculpted raised panel doors and brushed nickel-plated handles add an upscale look to any room.Laminate and wood material that is durable and adds a contemporary feelDoors that is resistant to scratches, stains, impact, water and UV rays2-fixed shelves and 2-adjustable shelves for versatile storage optionsIncluded hardware and easy-to-follow assembly instructionsEasy cleanup with just a damp cloth"
100142,"The Everbilt 1-1/2 in. Double-Wide Corner Braces (2-Pack) are ideal reinforcement of right and corner joints. Double wide design adds extra support and durability. Easy to install.California residents: see&nbsp;Proposition 65 informationMade of steelZinc-plated finishIdeal for use with wood on indoor and outdoor applicationsScrews included6 hole design"
100143,"The Frigidaire 30 in. Freestanding Gas Range gives you more cooking flexibility with a 4.2 cu. ft. capacity oven and Broil and Serve Drawer. The cooktop features 4 Sealed Gas Burners including a 12,000 BTU Quick Boil Burner and a Low-Simmer Burner, so you can have precise temperature control with high and low heat. Ready-Select Control knobs allow you to easily select options and cooking temperatures. Even Baking technology ensures that food comes out evenly, while the extra-large oven window allows you to easily see what's cooking inside. Stainless Steel exterior is durable and creates a premium look in your kitchen.4.2 cu. ft. capacity oven and Broil and Serve Drawer offers cooking flexibility4 Sealed Gas Burners including a 12,000 BTU Quick Boil Burner and a Low-Simmer Burner, so you can have precise temperature control at high and low heatLow Simmer Burner is perfect for cooking delicate foods and saucesExtra-large oven window lets you easily see what's insideStainless Steel Exterior is durable and creates a premium look  in your kitchenTwo oven racks for cooking multiple dishes at onceCast Iron Grates with Matte Black Finish offer a premium finish to complement the durable burner gratesLimited One-Year WarrantyClick Here for details on the services included with Delivery & Basic Hook-up and Installation options for Major Appliances"
100144,"Achieve professional-looking results with the Aquatic Gelcoat Repair Kit. This kit's contents allow you to make repairs to your white, fiberglass bathtub, shower or shower pan.Helps you achieve a professional-looking repair on your fiberglass bathtub, shower or shower panFor use with a white Aquatic Gelcoat bathtub, shower or shower panEasy to use; instructions includedPackage contains: Gelcoat putty, hardener, applicator stick, sand paper #400 and #600 grit, polishing compound and alcohol wipe1 kit will repair an area that is 1.5 sq. ft. or 18 sq. in."
100145,"Ultra True Bead Paneling has a deeper, beaded groove pattern than most beaded paneling products. The result is deeper shadow lines that mimic the look of traditional beaded planks, but without the expense. The panels give a rich, warm look to just about any room in the house.California residents: see&nbsp;Proposition 65 informationProduced on a high-quality thin Hardboard substrateLightweight and easy to installInstalled direct to studCan be installed in basements and below ground levelBe sure to use proper spacing between panels during installation"
100146,"Makeover any room the quick and easy way with Slate Sand and Sky. Featuring a no wax vinyl wear layer that stands up to families and pets.  Easy clean up and 10-year residential warranty.Natural stone appearance giving the look of nature indoorsPrinted construction for realistic visualVinyl no-wax surface for easy cleaningDetailed embossing highlights the look of real stone and will compliment most decorsEasy peel & stick installation"
100147,"Designed for safety and efficiency, the Werner 20 ft. Fiberglass Extension Ladder can be used around electricity and is great for reaching the second story of a house to access the roof. Ideal for cleaning gutters, painting and washing high windows, it features patented ALFLO technology that keeps the ladder from twisting, as well as slip-resistant D-rungs to ensure comfortable standing. The adjustable design extends from 10 ft. to 20 ft. with a total of 20 steps, offering flexibility for a wide variety of jobs.Fiberglass rails with aluminum steps make it safe for use around electrical equipment20 steps provide easy access to second stories250 lb. weight capacity offers plenty of supportAdjustable ladder height from 10 ft. to 20 ft. for ample reachD-rungs with non-slip treads provide comfort while standingWeather resistant for outdoor useType I ANSI ladder rating and OSHA compliant for safety"
100148,"Everbilt Water Heater Blanket helps to save energy by making a gas, oil or electric water heater more efficient. This blanket is made of fiberglass backed with foil that enhances the water heater's insulation without adding excess bulk to it. It has an insulation rating of R-6.California residents: see&nbsp;Proposition 65 informationInsulates water heaterMade of fiberglass backed with foilVersatile for gas, oil or electric water heatersSaves energyEasy to install, includes tape strip 3 in. x 94.5 in."
